queue,n_threads,throughput_mops_mean,throughput_mops_std,throughput_mops_min,throughput_mops_max,e2e_p50_mean,e2e_p50_std,e2e_p50_min,e2e_p50_max,e2e_mean_mean,e2e_mean_std,e2e_mean_min,e2e_mean_max,e2e_p99_mean,e2e_p99_std,e2e_p99_min,e2e_p99_max,e2e_p999_mean,e2e_p999_std,e2e_p999_min,e2e_p999_max,enq_p50_mean,enq_p50_std,enq_p50_min,enq_p50_max,deq_p50_mean,deq_p50_std,deq_p50_min,deq_p50_max,n_trials
LCRQueue,8,24.426721293947733,0.1133498970563586,24.29495594957531,24.536035705043624,711.8,0.8366600265340772,711.0,713.0,755.204194,13.110035927633072,748.20932,778.53857,1483.801999999999,12.395403180212762,1473.0099999999948,1504.0,1969.606000000023,36.96002614310516,1922.0140000000538,2022.0010000000038,349.4,1.140175425099143,348.0,351.0,310.6,0.8944271909999183,310.0,312.0,5
LCRQueue,16,27.83994135007557,0.022940168788554063,27.814094647597592,27.86232817323983,1196.4,4.159326868617094,1191.0,1202.0,1207.6641439999999,11.561369455031256,1194.06216,1224.19167,2572.2099999999946,152.10683794622472,2423.0099999999948,2789.0099999999948,4661.412000000046,242.76293800226688,4302.021000000081,4884.001000000004,784.4,4.979959839195488,779.0,791.0,325.8,0.8366600265340772,325.0,327.0,5
LCRQueue,32,28.376459404636602,0.2704888381852699,27.893496239099562,28.520287282477103,2163.8,3.96232255123181,2160.0,2170.0,2267.396836,68.19137922406827,2192.56519,2337.48165,4313.213999999993,331.537310766063,4155.009999999995,4906.049999999974,11435.815000000057,465.0079253389072,11074.004000000015,12235.012000000046,1754.4,4.037325847637268,1750.0,1759.0,329.2,1.3038404810405282,328.0,331.0,5
LCRQueue,48,24.690692895990928,0.02326860145510027,24.657270363116833,24.717264107829067,3653.1,5.248809388804252,3646.0,3660.0,3960.9710919999998,172.91086808217807,3750.81416,4183.75324,7098.011999999993,33.00939744980847,7069.0,7139.039999999979,18156.02820000011,234.25532484494747,17915.028000000108,18492.04200000016,2892.8,15.72259520562683,2865.0,2903.0,599.8,17.123083834403197,589.0,630.0,5
LCRQueue,64,24.182416178810342,0.012574524125314153,24.168956108798064,24.19751219327763,4979.8,7.596051605933158,4970.0,4988.0,5575.832064,335.5979060452582,5107.73179,6037.65046,9880.815999999992,17.96463553763296,9865.009999999995,9910.01999999999,26423.82400000009,339.5012858856211,26051.00300000001,26943.01300000005,4383.6,20.537770083434037,4353.0,4407.0,467.4,9.91463564635635,457.0,483.0,5
LCRQueue,96,16.528827535095754,0.31072395569929157,16.317234228798217,17.074976488557763,4201.5,423.97405581002243,3855.0,4932.5,15246.379068,2501.311735353437,10983.76489,17257.505,130141.89599999995,2119.305393715111,126789.01,132224.07999999996,179247.29020000034,597.5854386785762,178520.17600000068,179881.03100000013,1931.9,29.335132520580164,1897.0,1966.0,561.2,17.753872816937704,547.0,592.0,5
LCRQueue,144,17.486240409369465,0.1968280071341688,17.173942055690226,17.716014348162073,4354.4,1277.2377617342825,2962.0,6121.0,14917.014486191041,528.9628712870373,14169.854938610228,15413.628519563938,34651.39999999992,10493.070167496247,24241.199999999953,50325.79999999996,769722.464000229,930710.2456971338,81404.06000000167,1832319.8200006317,1919.6,248.22630803361676,1590.0,2169.0,1286.6,751.821654383538,520.0,2274.0,5
LCRQueue,192,21.090333509866916,1.9612718827328033,18.709165054787647,23.322694378562556,8643.2,4371.174293024702,3410.0,12178.0,20697.745894,3935.9270467974557,17706.40328,27490.21056,48794.89999999984,12301.251562613592,32861.97999999949,61841.009999999995,1067884.7216000394,1999773.6227457866,151720.01000000388,4644853.482000071,1381.2,96.0739298665356,1275.0,1499.0,1664.7,797.4212813814289,756.0,2579.0,5
LPRQueue,1,9.40958759958056,0.00040525316753816493,9.408951244970865,9.410069509536886,195.4,1.516575088810308,194.0,197.0,199.507108,8.082839457834108,194.28217,213.79593,205.0,4.06201920231798,202.0,212.0,213.4,6.8044103344816,206.0,219.0,46.4,0.8944271909999163,46.0,48.0,37.2,0.44721359549995765,37.0,38.0,5
LPRQueue,2,13.552789548408773,0.03361923181826243,13.499997363281766,13.591958091462551,324.0,14.212670403551895,315.0,349.0,411.90955,14.21868207496213,403.7247,437.24427,722.0019999999989,2.8240077903598344,717.0099999999948,724.0,15430.86800000026,192.31875016330673,15154.219000000841,15679.002000000008,48.6,0.547722557505166,48.0,49.0,141.0,0.7071067811865476,140.0,142.0,5
LPRQueue,4,15.980019554686526,0.08434548770863665,15.936552599961404,16.13052281376807,530.4,0.5477225575051765,530.0,531.0,595.527738,5.551581258927045,588.47528,602.10632,958.4,5.224940191045248,952.0,965.0,16086.82080000008,189.10575484286954,15893.032000000123,16349.012000000046,217.4,0.5477225575051635,217.0,218.0,220.6,2.0736441353327737,219.0,224.0,5
LPRQueue,8,20.73432044297129,0.1272573379533447,20.52093241986683,20.85018814036955,700.8,0.8366600265340858,700.0,702.0,844.822962,17.34403850264028,832.4749,875.22241,1723.001999999999,5.95651072357052,1715.0,1729.0,17600.01520000006,200.93666445603114,17415.006000000023,17940.033000000127,351.8,0.44721359549995315,351.0,352.0,302.2,0.8366600265340772,301.0,303.0,5
LPRQueue,16,12.380744154180793,0.23775903416927777,11.97685099269069,12.605973064580992,1154.4,1.8165902124584825,1152.0,1157.0,2585.9336,140.5335567003735,2426.02327,2726.41597,19331.802,132.29424031302528,19145.009999999995,19492.0,59474.11660000045,1762.2575974493436,57164.03200000012,61630.1310000005,724.2,2.774887385102317,720.0,727.0,339.8,0.836660026534073,339.0,341.0,5
LPRQueue,32,11.827918266679742,0.5126942732597533,10.936089379747159,12.222740344751305,2213.0,23.270152556440152,2176.0,2237.0,5550.264736,419.4724160793196,5118.04347,6184.64217,24346.817999999992,229.4581534180045,24083.009999999995,24715.009999999995,69275.76000000062,2564.3232165604163,65415.001000000004,72281.07500000029,1612.8,26.271657732240648,1577.0,1641.0,445.6,16.979399282660147,424.0,470.0,5
LPRQueue,48,15.837843565035953,0.2808913723919959,15.400565088442956,16.158861810171246,3039.0,943.4413071304436,1373.0,3589.0,5996.896306,513.7007473273366,5402.01722,6715.86778,29717.81599999999,739.0488944109212,28620.029999999984,30393.0,61241.19220000073,4370.963868988561,56370.10700000041,67085.19500000075,1848.6,672.7490616864508,803.0,2411.0,732.2,267.3073137794774,412.0,1012.0,5
LPRQueue,64,14.879965368064921,0.08403902706130643,14.776704371634114,14.975576939951447,1780.9,1186.4826378839261,922.0,3748.5,9228.014554,568.7955679849882,8603.5587,9844.73664,31534.64199999998,6390.985230339691,20196.05999999997,35307.009999999995,366474.526600002,620604.5352341207,85081.38700000149,1476626.6410000024,916.0,465.0542979050941,500.0,1614.0,417.6,44.55109426265533,366.0,475.0,5
LPRQueue,96,12.32065474924453,0.04714061785512385,12.27111494583453,12.371233660064917,1062.8,12.89185789558666,1050.0,1083.0,15681.749056,1029.0264244695097,14296.01919,17027.0599,23071.35399999992,7720.180984862198,19188.01999999999,36866.62999999967,4910786.933800949,1250558.2118594046,3538366.8390011825,6083988.070002221,581.6,9.289779329994882,571.0,595.0,406.6,4.6151923036857365,403.0,414.0,5
LPRQueue,144,10.518023355599652,0.0655446480759961,10.410131468903042,10.577480652665242,842.8,8.584870412533903,832.0,853.0,25682.864561494498,2641.9711136354317,23018.88785270444,28899.40335723761,28715.079999999485,3882.9596562418446,24732.199999999342,33850.59999999966,11415870.572000772,2282396.4367293394,8793251.420000141,14148776.420002516,435.6,4.979959839195493,429.0,441.0,294.6,6.841052550594831,285.0,303.0,5
LPRQueue,192,9.549650121058452,0.052750405437170765,9.479527060470248,9.612424058095089,782.0,5.244044240850745,774.0,788.0,44999.17267,9631.385332163296,37957.07061,61832.60913,36439.83599999998,185.1224433449278,36256.01999999999,36723.06999999996,17946947.39500047,1991941.6805436169,15466623.491000028,20341154.37500111,364.5,3.872983346207423,359.5,370.0,286.4,4.159326868617079,280.0,290.0,5
